name,ingredients,cuisine,course,diet,instructions,prep_time
लौकी रायता रेसिपी - Grated Bottle Gourd Yogurt Salad (Recipe In Hindi),"

							 		2 कप दही 

							 		1 कप लौकी							 		, छीलकर कस ले							 	

							 		1 ककड़ी							 		, छीलकर कास ले							 	

							 		1 हरी							 		, बारीक काट ले							 	

							 		1 हरा धनिया							 		, थोड़ा, बारीक काट ले							 	

							 		1/2 छोटा चमच्च जीरा पाउडर 

नमक							 		, स्वाद अनुसार							 	
",Indian,Side Dish,Vegetarian,"लौकी रायता बनाने के लिए सब्ज़े पहले सारी सामग्री तैयार कर ले.एक बड़े बाउल में कसी हुई लौकी, ककड़ी, दही, हरी मिर्च, नमक, जीरा पाउडर और धनिया डाले। सबको अच्छी तरह से मिला ले और आपका रायता तैयार है. लौकी रायता को लहसुनि दाल, लौकी बड़ी की सब्ज़ी और फुल्के के साथ दिन के खाने के लिए परोसे।",Total in 30 M
अंडा भुर्जी रेसिपी - Anda Bhurji (Recipe In Hindi),"

							 		6 अंडे							 		, तोड़कर फेट ले							 	

							 		2 प्याज							 		, बारीक काट ले							 	

							 		3 टमाटर							 		, बारीक काट ले							 	

							 		2 हरी मिर्च							 		, बारीक काट ले							 	

							 		1 छोटा चमच्च जीरा 

							 		2 छोटा चमच्च घी 

हरा धनिया							 		, बारीक काट ले							 	

							 		2 बड़ा चमच्च दूध							 		, या नारियल का दूध							 	

नमक							 		, स्वाद अनुसार							 	
",North Indian Recipes,North Indian Breakfast,Eggetarian,अंडा भुर्जी बनाने के लिए सबसे पहले एक कढ़ाई में घी गरम कर ले. घी गरम होने के बाद इसमें जीरा डाले और 10 सेकण्ड्स के लिए पकने दे.इसमें प्याज और हरी मिर्च डाले। प्याज के नरम होने तक पकाए। प्याज के नरम होने के बाद इसमें टमाटर डाले और उनके नरम होने तक पकाए। टमाटर के नरम होने के बाद अंडे का मिश्रण और नमक डाले। आंच धीमी करें और मिश्रन को हिलाते रहे. जब अंडे 80 % पाक जाए इसमें दूध या नारियल का दूध डाले। हिलाए और पकने के बाद कटा हुआ हरा धनिया डाले। गैस बंद करें और गरमा गरम परोसे। अंडा भुर्जी को मक्खन वाला टोस्ट और संतरे के रस के साथ सुबह के नाश्ते के लिए परोसे।,Total in 30 M
वेगन नारियल का रायता रेसिपी - Vegan Coconut Yogurt (Recipe In Hindi),"

							 		1 लीटर नारियल का दूध 

							 		2 बड़ा चमच्च अगर अगर 

							 		2 बड़ा चमच्च नारियल शक्कर 

							 		1/4 कप वेगन दही स्टार्टर 
",Indian,Side Dish,Vegan,"नारियल का रायता बनाने के लिए सब्ज़े पहले एक सॉसपैन में नारियल का दूध, नारियल शक्कर और थोड़ा अगर अगर डाले। उबाला आने तक पकाए। इससे 100 f तक ठंडा करें। इसमें डेरी फ्री स्टार्टर डाले और फेट ले. अब इस मिश्रण को एक कांच के ग्लास में दाल दे. गिलास को एक कपडे से ढक ले और एक रबर बैंड से उसे पैक कर ले. 12 से 24 घण्टे के लिए गरम जगह रखे. 7 से 8 घंटे बाद चखे और अगर वो अच्छी तरह से नहीं जमा हो तो, कुछ घंटे और बाहर रखे. उसके बाद उसे मिला ले और फ्रिज में 4 घंटे के लिए रख दे. 4 घंटे के बाद परोसे। नारियल के रायते को नवरतन कोरमा, फुल्का और कचुम्बर सलाद के साथ दिन के खाने के लिए परोसे।",Total in 25 M
पंजाबी आलू पराठा रेसिपी - Spiced Indian Potato Flatbread (Recipe In Hindi),"
लोई बनाने के लिए

							 		2 कप गेहूं का आटा 

							 		1 छोटा चमच्च नमक							 		, स्वाद अनुसार							 	

पानी							 		, लोई बनाने के लिए							 	

तेल							 		, या घी, प्रयोग अनुसार							 	
मसाले के लिए सामग्री

							 		4 आलू							 		, उबालकर मैश करले							 	

							 		1 प्याज							 		, बारीक काट ले							 	

							 		1 इंच अदरक							 		, बारीक काट ले							 	

							 		2 हरी मिर्च							 		, बारीक काट ले							 	

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1 छोटा चमच्च धनिया पाउडर 

							 		1/2 छोटा चमच्च जीरा पाउडर  

							 		1/2 छोटा चमच्च लाल मिर्च पाउडर 

							 		1 छोटा चमच्च गरम मसाला पाउडर 

							 		2 टहनी हरा धनिया							 		, काट ले							 	

							 		1 छोटा चमच्च अमचूर 
",Punjabi,North Indian Breakfast,Vegetarian,"पंजाबी आलू पराठा बनाने के लिए सबसे पहले आते को गुंद ले. एक बड़े बाउल में 2 कप गेहूं का आटा और थोड़ा नमक डाले।थोड़ा थोड़ा पानी डाले और लोई बनने तक गुंदते रहे. आटा गूंदने के बाद थोड़ा तेल लगाए और गुंदते रहे. नरम होने तक गुंदे और उसके 8 से 10 टुकड़े कर ले. लोई को ढ़के और अलग से रख दे.अब हम पराठे के लिए मसाला बनाएंगे। आलू को मैश कर ले. इसमें हरी मिर्च, प्याज, हरा धनिया, नमक, जीरा पाउडर, धनिया पाउडर, अमचूर पाउडर, गरम मसाला पाउडर, हल्दी पाउडर और लाल मिर्च पाउडर डाले, सबको अच्छी तरह से मिला ले.अब आलू का पराठा बनाए। अब एक सपाट सतह पर एक लोई रखे और अपने हाथो से उसे फ्लैट करें। बेलन से उसे 3 इंच के गोले में बेले। थोड़ा मसाला ले और बिच में रख दे. चारो तरफ से लोई बंद करले. अब इसे अपने हाथो से बंद करने के लिए दबा ले. इस लोई को सूखे आटे में डस्ट करें और बेलन की मदद से रोटी जैसे बेल ले. अब एक तवा गरम करें और उसपर यह पराठा डाले। थोड़ा तेल या घी डाले और दोनों तरफ से सुनहरा और भूरा होने तक पकाए। पराठे को दबाते रहे ताकि वो अच्छी तरह से पाक जाए. आलू पराठे को प्लेट में डाले और गरमा गरम परोसे। पंजाबी आलू के पराठे को तड़का रायता और धनिया पुदीना चटनी के साथ रविवार के नाश्ते के लिए परोसे।",Total in 60 M
पापड़ रायता रेसिपी - Papad Raita (Recipe In Hindi),"

							 		2 कप दही							 		, फेटा हुआ							 	

							 		2 पापड़							 		, मसाला, सेक ले							 	

							 		1/2 छोटा चमच्च जीरा पाउडर 

							 		1/2 छोटा चमच्च पैपरिका पाउडर 

							 		2 टहनी हरा धनिया							 		, बारीक काट ले							 	

काला नमक या सेंधा नमक							 		, स्वाद अनुसार							 	
",Indian,Side Dish,Vegetarian,"पापड़ रायता बनाने के लिए सबसे पहले पापड़ को गैस पर या माइक्रोवेव में सेक ले. अलग से रख दे. अब एक बड़ा बाउल ले. उसमे दही डाले और उसे फेट ले. इसमें जीरा पाउडर, पैपरिका पाउडर और नमक डाले। अच्छी तरह से मिला ले और फ्रिज में 2 घंटे के लिए रख दे. परोसने के पहले, पापड़ को क्रश करें और रायता में दाल दे. हरे धनिये से गार्निश करें। पापड़ रायता को पंचमेल दाल, भरमा भिंडी और फुल्के के साथ दिन के खाने के लिए परोसे।",Total in 20 M
दाल मखनी रेसिपी - Creamy Dal Makhani (Recipe In Hindi),"

							 		1 कप काली उरद दाल 

							 		1/2 कप राजमा 

							 		3 बड़ा चमच्च मलाई 

							 		4 बड़ा चमच्च मक्खन 

							 		1/2 छोटा चमच्च लाल मिर्च पाउडर 

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1/2 छोटा चमच्च जीरा 

							 		4 कप पानी 

							 		1 प्याज							 		, बारीक काट ले							 	

							 		1/2 कप टमाटर प्यूरी 

							 		1 छोटा चमच्च अदरक							 		, कस ले							 	

							 		1 छोटा चमच्च गरम मसाला पाउडर 

							 		1/8 छोटा चमच्च हींग 

							 		1 बड़ी इलाइची 

							 		2 लॉन्ग 

							 		2 हरी मिर्च							 		, काट ले							 	

							 		1 छोटा चमच्च धनिया पाउडर 

नमक							 		, स्वाद अनुसार							 	
",North Indian Recipes,Lunch,High Protein Vegetarian,"दाल मखनी बनाने के लिए, दाल और राजमा को धो ले. धोने के बाद उसे पानी में भिगोकर 8 घंटे के लिए रख दे. पानी निकाले और 5 से 6 बार और धो ले. अब एक प्रेशर कुकर में दाल, राजमा, हींग, हल्दी पाउडर, नमक, पानी, बड़ी इलाईची और लॉन्ग डाले। 2 से 3 सिटी आने तक पकाए और फिर धीमी आंच पर 15 मिनट पकने दे. गैस बंद करें और प्रेशर को निकलने दे. प्रेशर निकलने के बाद, कुकर खोले और अलग से रख दे. अगर दाल और राजमा नहीं पके हो तो 2 सिटी और लगने दे. अब एक कढ़ाई में मक्खन गरम करें। इसमें जीरा डाले और 10 सेकण्ड्स तक पकने दे. 10 सेकण्ड्स के बाद इसमें प्याज डाले। प्याज के नरम होने तक पकाए। प्याज के नरम होने के बाद इसमें टमाटर की प्यूरी, हरी मिर्च और कैसा हुआ अदरक डाले। 1 मिनट बाद इसमें लाल मिर्च पाउडर, धनिया पाउडर डाले और 2 मिनट तक पकाए। 2 मिनट के बाद इसमें दाल डाले और 15 मिनट तक पकने दे. 15 मिनट के बाद इसमें गरम मसाला, मलाई और 1 बड़ा चमच्च मक्खन डाले। अगले 5 मिनट तक पकाए। 5 मिनट के बाद गैस बंद करें और गरमा गरम परोसे। ",Total in 65 M
अचारी पनीर रेसिपी - Spicy Pickled Paneer Gravy (Recipe In Hindi),"

							 		250 ग्राम्स पनीर 

घी							 		, या तेल							 	

							 		2 बड़ा चमच्च अचार							 		, आम का अचार मसाले के साथ							 	

							 		2 प्याज							 		, कस ले							 	

							 		1 बड़ा चमच्च अदरक लहसुन का पेस्ट 

							 		1/2 बड़ा चमच्च लाल मिर्च पाउडर 

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1/2 छोटा चमच्च जीरा पाउडर 

							 		1/2 छोटा चमच्च गरम मसाला पाउडर 

							 		1 छोटा चमच्च अजवाइन 

							 		1 छोटा चमच्च सौंफ  

पानी							 		, प्रयोग अनुसार							 	

							 		1 शिमला मिर्च (हरी)							 		, काट ले							 	

							 		1 कप टमाटर प्यूरी 

							 		1 छोटा चमच्च कसूरी मेथी 

नमक							 		, स्वाद अनुसार							 	

							 		Few टहनी हरा धनिया							 		, बारीक काट ले							 	
",North Indian Recipes,Lunch,High Protein Vegetarian,"अचारी पनीर बनाने के लिए सबसे पहले एक कढ़ाई में घी गरम कर ले. अब इसमें प्याज डाले और उनके भूरा होने तक पकाए। अब एक मिक्सर ले, उसमे अचार, लहसुन अदरक का पेस्ट, लाल मिर्च पाउडर, हल्दी पाउडर, जीरा पाउडर और गरम मसाला पाउडर, थोड़ा पानी डाले और पीस ले. अब एक कढ़ाई में तेल गरम करें। इसमें अजवाइन, सौंफ और पिसा हुआ मसाला डाले। 2 मिनट के लिए पकने दे. 2 मिनट के बाद इसमें शिमला मिर्च डाले, मिलाए और 3 से 4 मिनट तक पकाए। 4 मिनट के बाद इसमें टमाटर प्यूरी, थोड़ा पानी डाले और कढ़ाई को ढक ले. 5 से 7 मिनट के लिए पकने दे. 7 मिनट के बाद इसमें पनीर, कसूरी मेथी और नमक डाले। मिलाए और इसको 2 से 3 मिनट तक पकने दे. 3 मिनट के बाद, गैस बंद करें और हरे धनिये से गार्निश करें। अचारी पनीर को दाल फ्राई, फुल्का और जीरा चावल के साथ दिन के खाने के लिए परोसे।",Total in 60 M
छोटी आलूर दम रेसिपी - Baby Potatoes In Tomato Gravy (Recipe In Hindi),"

							 		15 छोटे आलू 

							 		2 टमाटर 

							 		1 छोटा चमच्च जीरा पाउडर 

							 		1-1/2 छोटा चमच्च लाल मिर्च पाउडर 

							 		1/2 छोटा चमच्च धनिया पाउडर 

							 		1/4 छोटा चमच्च हल्दी पाउडर 

							 		1 बड़ा चमच्च तेल 

							 		1/2 छोटा चमच्च नमक 

							 		2 लॉन्ग 

							 		2 इलाइची 

							 		1 इंच दाल चीनी 

							 		1 कप पानी 
",North Indian Recipes,Lunch,Vegetarian,"छोटी आलूर दम बनाने के लिए सबसे पहले एक प्रेशर कुकर में आलू को पानी और नमक के साथ डाले। 2 सिटी आने तक पकाए। 2 सिटी आने के बाद, प्रेशर निकलने दे. आलू का छिलका निकाले और अलग से रख दे. अब एक ब्लेंडर ले, उसमे टमाटर डाले और पीस ले. अब एक कढ़ाई में तेल गरम करें। इसमें इलाईची, लॉन्ग और दाल चीनी डाले। 10 सेकण्ड्स तक पकने दे. 10 सेकण्ड्स के बाद इसमें आलू डाले और अच्छी तरह से मिला ले. 1 मिनट के बाद इसमें टमाटर की प्यूरी डाले और सारे मसाले डाले। मिला ले, उसमे 1 गिलास पानी डाले और मिला ले. आलू के पकने तक पकाए और फिर स्वाद अनुसार नमक डाले। 1 मिनट तक पकने दे और फिर गरमा गरम परोसे। छोटी आलूर दम को बंगाली दाल और बंगाली लुच्छी के साथ दिन के खाने के लिए परोसे।",Total in 50 M
चेटिनाड स्टाइल काली मिर्च फूल गोभी फ्राई रेसिपी - Milagu Pirattal Poriyal (Recipe In Hindi),"

							 		1 गोभी							 		, काट ले							 	

							 		12 छोटे प्याज							 		, बारीक काट ले							 	

							 		2 कली लहसुन							 		, कस ले							 	

							 		1 छोटा चमच्च हल्दी पाउडर 

							 		1 छोटा चमच्च काली मिर्च पाउडर 

							 		1/4 छोटा चमच्च दाल चीनी पाउडर 

							 		1/2 छोटा चमच्च धनिया पाउडर 

नमक							 		, स्वाद अनुसार							 	

							 		1 छोटा चमच्च राइ 

							 		1 छोटा चमच्च जीरा 

							 		1 टहनी कढ़ी पत्ता 

तेल							 		, प्रयोग अनुसार							 	
",Tamil Nadu,Lunch,Vegetarian,"चेटिनाड स्टाइल काली मिर्च फूल गोभी फ्राई बनाने के लिए सबसे पहले, साड़ी सामग्री तैयार कर के रख ले. सबसे पहले फूल गोभी को स्टैमर में 3 मिनट के लिए स्टीम कर ले. अब एक कढ़ाई में तेल गरम करें और उसमे राइ डाले। 10 सेकण्ड्स के बाद इसमें कटे हुए प्याज डाले और उनके भूरा होने तक पकाए। अब लहसुन डाले और मिला ले.इसे बाद इसमें कढ़ी पत्ता, हल्दी पाउडर, काली मिर्च पाउडर, दाल चीनी पाउडर और धनिया पाउडर डाले। मिला ले और इसमें पकी हुई फूल गोभी डाले। थोड़ा नमक डाले और सबको अच्छी तरह से मिला ले. आंच को धीमा करें, कढ़ाई को ढ़के और इसे 3 से 4 मिनट तक पकने दे. पकने के बाद, गैस बंद करें और गरमा गरम परोसे। चेटिनाड स्टाइल काली मिर्च फूल गोभी फ्राई को मिक्स्ड वेजिटेबल सांबर और चावल के साथ दिन के खाने के लिए परोसे।",Total in 55 M
कश्मीरी फूल रोगन जोश रेसिपी - Kashmiri Phool Rogan Josh (Recipe In Hindi),"

							 		1 कप गोभी							 		, काट ले							 	

							 		1-1/2 कप दही का चक्का							 		, हंग योगर्ट							 	
मेरिनेट करने के लिए

							 		1/2 छोटा चमच्च सौंफ  

							 		1/2 छोटा चमच्च इलाईची 

							 		1/2 छोटा चमच्च बड़ी इलाइची 

							 		1/2 छोटा चमच्च लॉन्ग 

							 		1/2 छोटा चमच्च पूरी काली मिर्च 

							 		2 छोटा चमच्च कश्मीरी लाल मिर्च पाउडर 

							 		2 इंच दाल चीनी 

नमक							 		, स्वाद अनुसार							 	
सब्ज़ी के लिए

							 		1/2 कप सरसो का तेल 

							 		3 लॉन्ग 

							 		3 इलाईची 

							 		3 बड़ी इलाईची 

							 		1 इंच दाल चीनी 

							 		12 पूरी काली मिर्च 

							 		1 छोटा चमच्च सौंफ  

							 		1/2 छोटा चमच्च हींग 

							 		1/2 छोटा चमच्च अदरक पाउडर 

							 		1/2 छोटा चमच्च लाल मिर्च पाउडर 

नमक							 		, स्वाद अनुसार							 	

रतन जोट							 		, तेल में भिगोई हुई							 	
",Kashmiri,Dinner,Vegetarian,"कश्मीरी फूल रोगन जोश बनाने के लिए सबसे पहले गोभी को धोकर काट ले. अलग से रख दे. अब एक मिक्सर ले, उसमे 'मेरिनेट' के लिए दी गई सामग्री डाले और पीस ले. अब एक कटोरी में गोभी और पिसा हुआ मसाला डाले। मिला ले और 1 घंटे के लिए अलग से रख दे. अब के कढ़ाई में तेल गरम करें। जब तेल गरम हो जाए, उसमे दाल चीनी, इलाईची, लॉन्ग और सौंफ डाले। 10 सेकण्ड्स तक पकाए। 10 सेकण्ड्स बाद काली मिर्च डाले और 30 सेकण्ड्स तक पकाए। 30 सेकण्ड्स के बाद आंच धीमी करें और इसमें मेरिनेट की हुई गोभी डाले। सबको मिला ले. मिलाने के बाद इसमें नमक, हींग और अदरक पाउडर डाले। मिला ले. 10 सेकण्ड्स बाद इसमें लाल मिर्च पाउडर डाले और मिला ले. अगर आप रतन जोट दाल रहे है, इस वक़्त डाले। अब एक छोटी कढ़ाई में तेल गरम करें। इसमें रतन जोट डाले गैस बंद करें और 1 घण्टे के लिए अलग से रख दे. यह रतन जोट तेल सब्ज़ी में डाले। अब एक कटोरी में दही अछि तरह से फेट ले. यह दही गोभी में डाले और अच्छी तरह से मिला ले. आंच को धीमा करें और सब्ज़ी को गोभी के पकने तक पकाए। पकने के बाद, गैस बंद करें और गरमा गरम परोसे. कश्मीरी फूल रोगन जोश को बुरानी रायता, लच्छा पराठा और जीरा पुलाव के साथ दिन के खाने के लिए परोसे। ",Total in 80 M
अमृतसरी दाल रेसिपी - Amritsari Dal (Recipe In Hindi),"

							 		1 कप काली उरद दाल (स्प्लिट) 

							 		1/4 कप चना दाल 

							 		1 प्याज							 		, बारीक काट ले							 	

							 		1 टमाटर							 		, बारीक काट ले							 	

							 		2 हरी मिर्च							 		, बारीक काट ले							 	

							 		1 इंच अदरक							 		, कस ले							 	

							 		2 लॉन्ग							 		, बारीक काट ले							 	

							 		1/2 छोटा चमच्च अजवाइन 

							 		1/4 छोटा चमच्च लाल मिर्च पाउडर 

							 		1/2 छोटा चमच्च गरम मसाला पाउडर 

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1 इंच दाल चीनी 

नमक							 		, स्वाद अनुसार							 	

तेल							 		, प्रयोग अनुसार							 	
",Punjabi,Lunch,High Protein Vegetarian,"अमृतसरी दाल बनाने के लिए सबसे पहले दालो को धोकर 4 से 5 घंटे के लिए भिगो ले. अब एक प्रेशर कुकर में तेल गरम करें। उसमे दाल, टमाटर, हल्दी पाउडर और 3 कप पानी डाले। कुकर को बंद करें और 4 सिटी आने तक पका ले. प्रेशर को निकलने दे और दाल को अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। इसमें प्याज, अदरक, लहसुन डाले और प्याज के नरम होने तक पकाए। प्याज के नरम होने के बाद इसमें हरी मिर्च, टमाटर एंड बचा हुआ मसाला डाले। 2 से 3 मिनट तक पकाए। 3 मिनट बाद इसमें दाल डेल और मिला ले. अपने स्वाद अनुसार पानी डाले, दाल को थोड़ा मैश करें और 10 मिनट तक पकने दे. पकने के बाद, गैस बंद करें और हरे धनिये से गार्निश करें। अमृतसरी दाल को हरे टमाटर की सब्ज़ी, बूंदी रायता और फुल्के के साथ दिन के खाने के लिए परोसे।",Total in 40 M
अरबी का साग रेसिपी - Arbi Ka Saag (Recipe In Hindi),"

							 		250 ग्राम्स अरबी							 		, उबालकर छील ले							 	

तेल							 		, प्रयोग अनुसार							 	

							 		1/2 छोटा चमच्च राइ 

							 		1/4 छोटा चमच्च हींग 

							 		1 हरी मिर्च							 		, बारीक काट ले							 	

							 		1 बड़ा चमच्च अदरक लहसुन का पेस्ट 

							 		1 प्याज							 		, बारीक काट ले							 	

							 		1/2 कप दही 

							 		1 छोटा चमच्च लाल मिर्च पाउडर 

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1 छोटा चमच्च धनिया पाउडर 

नमक							 		, स्वाद अनुसार							 	

पानी							 		, प्रयोग अनुसार							 	

							 		3 टहनी हरा धनिया							 		, बारीक काट ले							 	
",North Indian Recipes,Lunch,Vegetarian,"अरबी का साग बनाने के लिए सबसे पहले अरबी को उबालकर काट ले. अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। इसमें राइ, हींग डाले और 10 सेकण्ड्स तक पकाए।10 सेकण्ड्स के बाद इसमें अदरक लहसुन का पेस्ट, हरी मिर्च डाले और 2 से 3 मिनट तक पकाए। 2 से 3 मिनट के बाद इसमें प्याज डाले और उनके नरम होने तक पकाए। नरम होने के बाद इसमें सारे मसाले जैसे की लाल मिर्च पाउडर, हल्दी पाउडर, धनिया पाउडर और नमक डाले। 4 से 5 मिनट तक पकने दे. उसके बाद इसमें उबली हुई अरबी डाले। मिलाए और आंच धीमी कर ले. अब इसमें दही डाले और 1 मिनट तक हिलाते रहे. उसके बाद कढ़ाई को ढ़के और 8 से 10 मिनट तक पकने दे. उसके बाद गैस बंद कर ले और हरे धनिये से गार्निश करें। अरबी के साग को फुल्का और बूंदी रायता के साथ दिन के खाने के लिए परोसे।",Total in 20 M
अरबी दही वाली सब्ज़ी रेसिपी - Arbi Dahi Wali Sabzi (Recipe In Hindi),"

							 		250 ग्राम्स अरबी 

							 		1 कप दही 

							 		1/2 छोटा चमच्च अजवाइन 

							 		1-1/2 छोटा चमच्च कश्मीरी लाल मिर्च 

							 		1/4 छोटा चमच्च हल्दी पाउडर 

							 		1 छोटा चमच्च धनिया पाउडर 

							 		1 छोटा चमच्च गरम मसाला पाउडर 

							 		2 बड़ा चमच्च हरा धनिया							 		, काट ले							 	

नमक							 		, स्वाद अनुसार							 	

तेल							 		, प्रयोग अनुसार							 	

							 		1 कप पानी							 		, या फिर प्रयोग अनुसार							 	
",North Indian Recipes,Lunch,Vegetarian,"अरबी दही वाली सब्ज़ी को बनाने के लिए सबसे पहले अरबी को 2 बार अच्छी तरह से धो ले. धोने के बाद उसे प्रेशर कुकर में पानी और नमक के साथ डाले और 1 सिटी आने तक पकाए।अरबी का छिलका निकले और उन्हें आधा काट ले. अब एक कटोरी में दही ले और उसे अच्छी तरह से फेट ले. अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। उसमे अजवाइन डाले और 10 सेकण्ड्स तक पकाए। 10 सेकण्ड्स के बाद इसमें लाल मिर्च पाउडर, हल्दी पाउडर, धनिया पाउडर डाले और मिला ले. 1 मिनट के बाद इसमें अरबी डाले, मिलाए और 10 से 12 मिनट तक पकाए। इसमें 1/2 कप पानी डाले और उबाला आने दे. 5 से 7 मिनट के लिए पकाए। उसके बाद इसमें दही डाले और हिलाते रहे जब तक उबाला न आ जाए. उबाला आने के बाद इसमें गरम मसाला पाउडर डाले और हरे धनिये से गार्निश करें। अरबी दही वाली सब्ज़ी को भिंडी की सब्ज़ी और फुल्के के साथ दिन के खाने के लिए परोसे।",Total in 40 M
आलू कुरमा रेसिपी - Potato Kurma (Recipe In Hindi),"

							 		3 आलू 

							 		1 प्याज							 		, बारीक काट ले							 	

							 		2 टमाटर 

							 		1 तेज पत्ता 

							 		2 लॉन्ग 

							 		1 इंच दाल चीनी 

							 		1 छोटा चमच्च अदरक लहसुन का पेस्ट 

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1-1/2 छोटा चमच्च लाल मिर्च पाउडर 

							 		1 छोटा चमच्च धनिया पाउडर 

							 		1/2 छोटा चमच्च गरम मसाला पाउडर 

							 		1 बड़ा चमच्च तेल 

नमक							 		, प्रयोग अनुसार							 	
ग्राइंड कर ले

							 		1 छोटा चमच्च सौंफ  

							 		1 छोटा चमच्च जीरा 

							 		1/2 कप नारियल							 		, कस ले							 	
",South Indian Recipes,Lunch,Vegetarian,"आलू कुरमा बनाने के लिए सबसे पहले सारी सामग्री तैयार कर ले. आलू को प्रेशर कुकर में पानी के साथ डाले और 2 सिटी आने तक पकाए। उसके बाद आलू का छिलका निकाले और उसे काट ले.  इसके बाद पीसने के लिए दी गई सामग्री को मिक्सर में डाले और अछि तरह से पीस ले.अब एक कढ़ाई में तेल गरम करें। इसमें दाल चीनी, लॉन्ग, तेज पत्ता और प्याज डाले। प्याज के नरम होने तक पकाए। नरम होने के बाद इसमें अदरक लहसुन का पेस्ट डाले और 2 मिनट के लिए पकाए। 2 मिनट के बाद इसमें कटे हुए टमाटर डाले और उनके नरम होने तक पकाए। नरम होने के बाद इसमें हल्दी पाउडर, लाल मिर्च पाउडर, धनिया पाउडर, गरम मसाला पाउडर डाले और मिला ले. 2 मिनट के लिए पकाए और फिर इसमें कटे हुए आलू डाले। आलू को मिला कर इसमें नारियल का पेस्ट और 1 कप पानी डाले। कुरमा को तब तक पकाए जब तक आलू नरम न हो जाए. पक जाने के बाद गैस बंद करें और गरमा गरम परोसे। ",Total in 45 M
राबोडी शिमला मिर्च की सब्ज़ी रेसिपी - Rajasthani Curry with Corn Papad (Recipe In Hindi),"

							 		1/2 कप राबोडी 

							 		1 कप टमाटर प्यूरी 

							 		1 शिमला मिर्च (हरी)							 		, काट ले							 	

							 		1 प्याज							 		, काट ले							 	

							 		4 लॉन्ग लहसुन							 		, बारीक काट ले							 	

							 		1/2 छोटा चमच्च हल्दी पाउडर 

							 		1 छोटा चमच्च लाल मिर्च पाउडर 

							 		1/2 छोटा चमच्च धनिया पाउडर 

							 		1 छोटा चमच्च गरम मसाला पाउडर 

नमक							 		, स्वाद अनुसार							 	

तेल							 		, प्रयोग अनुसार							 	
",Rajasthani,Lunch,Vegetarian,"राबोडी शिमला मिर्च की सब्ज़ी बनाने के लिए, सबसे पहले सारी सामग्री तैयार कर ले. अब एक कढ़ाई में तेल गरम करें। इसमें लहसुन, प्याज डाले और प्याज के नरम होने तक पकाए। प्याज के नरम होने के बाद इसमें शिमला मिर्च डाले और थोड़ा नरम होने तक पकाए। नरम होने के बाद इसमें टमाटर प्यूरी, २ कप पानी और राबोडी डाले। नमक डाले और राबोडी के पक जाने तक पकाए। अपने हिसाब से और पानी डाले अगर आपको अधिक ग्रेवी चाइये। राबोडी के पक जाने के बाद मसाला को अपने स्वाद अनुसार बदले और गरमा गरम परोसे। राबोडी शिमला मिर्च की सब्ज़ी को पंचमेल दाल और फुल्के के साथ दिन के खाने के लिए परोसे।",Total in 40 M
